Sample_ID,Dose_Ratio,SUVmax_Bias_In(%),MAPE_In(%),CR_In(%),SUVmax_Bias_Out(%),MAPE_Out(%),CR_Out(%)
P1170_D10_Z0043,0.100,103.8599,42.1003,90.8825,10.7077,16.2960,84.1074
P1170_D10_Z0044,0.100,75.3337,41.8807,90.2965,-2.1007,15.6393,83.0589
P1170_D10_Z0045,0.100,89.4254,41.7881,86.7352,-28.6543,16.1548,80.5556
P1170_D10_Z0046,0.100,91.2579,42.1847,86.0850,-16.1562,16.6298,83.1765
P1170_D10_Z0047,0.100,84.0556,42.0206,89.4422,7.1697,16.3387,87.1502
P1170_D10_Z0048,0.100,91.2766,41.6613,94.3158,-5.0807,15.6163,90.3890
P1170_D10_Z0049,0.100,123.9925,41.7796,97.0499,-4.2352,15.3715,92.1814
P1170_D10_Z0050,0.100,134.7195,42.9293,97.2019,-2.3585,16.7735,93.2984
P1170_D10_Z0051,0.100,121.2815,43.5033,96.6290,3.0603,17.4629,92.8176
P1170_D10_Z0052,0.100,97.6578,42.7224,96.6397,12.2305,17.3015,91.1649
P1170_D10_Z0053,0.100,83.3530,41.2936,94.4378,20.1854,16.5343,88.5883
P1170_D10_Z0054,0.100,129.0000,41.9214,92.9696,8.5322,16.4513,87.7442
P1170_D10_Z0055,0.100,114.7465,42.7003,90.2391,11.4469,16.8006,86.9449
P1170_D10_Z0056,0.100,77.4307,43.3280,88.6575,-4.1679,16.7631,86.7892
P1170_D10_Z0057,0.100,65.4869,42.9264,90.3851,-14.2338,16.4151,88.8455
P1170_D10_Z0058,0.100,69.5303,43.2573,92.9727,-19.7446,16.3000,89.7844
P1170_D10_Z0059,0.100,84.9953,44.2249,92.5094,8.3918,16.4935,88.0816
P1170_D10_Z0060,0.100,105.6033,44.7679,90.3022,12.3825,16.4554,87.0076
P1170_D10_Z0061,0.100,122.8724,45.0018,89.5316,6.5874,16.2694,87.4176
P1170_D10_Z0062,0.100,227.3360,45.9239,91.7188,7.2609,17.0135,88.6732
P1170_D10_Z0063,0.100,284.5903,45.8545,95.4508,12.4391,17.4409,90.6256
P1170_D10_Z0064,0.100,220.1947,45.4886,98.1321,14.1941,17.7302,91.2853
P1170_D10_Z0065,0.100,114.2100,45.4649,98.4373,5.8800,17.9039,92.0323
P1170_D10_Z0066,0.100,121.1502,45.5452,97.3327,6.1737,17.5729,91.4930
P1170_D10_Z0067,0.100,110.0736,45.2729,94.9793,-1.2569,16.9627,90.5107
P1170_D10_Z0068,0.100,123.7228,45.2832,93.3072,-3.0226,16.5835,88.9613
P1170_D10_Z0069,0.100,121.4984,46.1122,92.7947,-3.8724,16.8409,88.5434
P1170_D10_Z0070,0.100,127.7186,47.0292,94.9699,16.4560,17.1484,90.3215
P1170_D10_Z0071,0.100,159.5763,47.1061,97.7386,26.2650,17.3919,91.6064
P1170_D10_Z0072,0.100,190.3412,46.6352,100.8097,22.6636,17.2236,92.7281
P1170_D10_Z0073,0.100,179.5048,47.0926,102.1142,4.3677,16.6040,94.2600
P1170_D10_Z0074,0.100,167.9858,47.8783,102.4296,-4.7064,16.4319,94.0006
P1170_D10_Z0075,0.100,228.9955,47.7757,99.4663,1.1234,16.6776,91.9787
P1170_D10_Z0076,0.100,161.1120,47.6956,95.1062,6.6902,17.2615,89.1103
P1170_D10_Z0077,0.100,155.6710,47.8389,93.0202,-0.2378,17.7581,88.9779
P1170_D10_Z0078,0.100,207.0771,47.0284,93.4922,0.2974,16.7755,90.8471
P1170_D10_Z0079,0.100,207.3092,46.5089,96.0291,-5.1877,16.0234,93.0927
P1170_D10_Z0080,0.100,199.4875,46.9007,98.4606,8.1179,16.3546,92.8945
P1170_D10_Z0081,0.100,172.1949,46.7318,97.8926,7.3341,15.9500,91.8789
P1170_D10_Z0082,0.100,185.2575,46.9441,97.2573,5.9265,16.3074,89.9389
P1170_D10_Z0083,0.100,186.3830,47.6807,97.4884,8.7698,17.3628,90.7422
P1170_D10_Z0084,0.100,194.1200,48.1371,97.6630,3.1158,17.9103,91.3849
P1170_D10_Z0085,0.100,178.5760,47.7308,98.2925,-1.4957,17.6582,92.1179
P1170_D10_Z0086,0.100,139.3445,47.2564,99.6335,11.9078,16.4569,93.7740
P1170_D10_Z0087,0.100,169.3819,46.9277,100.5215,10.2519,16.6201,93.9816
P1170_D10_Z0088,0.100,188.0862,46.7606,100.3438,7.3216,17.1331,93.5578
P1170_D10_Z0089,0.100,192.0928,46.9194,100.6529,3.3994,17.5327,94.1565
P1170_D10_Z0090,0.100,167.6384,47.0114,99.8074,4.0087,17.5720,93.4623
P1170_D10_Z0091,0.100,163.8270,46.6068,99.4618,-11.6484,17.1515,91.9649
P1170_D10_Z0092,0.100,111.1120,45.0777,98.4224,-30.3244,16.9054,90.4024
P1170_D10_Z0093,0.100,48.9746,44.6611,98.8810,-33.6892,17.1000,89.8636
P1170_D10_Z0094,0.100,55.3653,43.4131,98.4272,-39.4319,16.6288,89.9900
P1170_D10_Z0095,0.100,74.1168,43.5140,98.2867,-13.9498,16.7775,90.5838
P1170_D10_Z0096,0.100,117.9179,45.2064,98.1092,9.8112,17.5306,90.3826
P1170_D10_Z0097,0.100,165.8365,46.6218,96.6990,0.7461,16.7583,89.0635
P1170_D10_Z0098,0.100,192.3096,46.7686,95.9247,4.5744,16.6613,88.7342
P1170_D10_Z0099,0.100,173.4754,47.6672,94.7493,26.2549,17.1630,88.1952
P1170_D10_Z0100,0.100,185.4583,48.5858,94.5374,3.8217,17.8080,88.1184
P1170_D10_Z0101,0.100,136.8846,48.0965,95.0905,-0.1289,18.2058,88.1939
P1170_D10_Z0102,0.100,112.1298,47.0130,97.1310,-6.9720,17.7615,89.1265
P1170_D10_Z0103,0.100,126.1854,47.2240,97.7216,-1.4475,17.4690,90.9824
P1170_D10_Z0104,0.100,162.1266,47.5840,97.5096,4.5061,17.6349,92.1619
P1170_D10_Z0105,0.100,156.4469,46.9957,97.3444,2.5380,17.4786,92.3574
P1170_D10_Z0106,0.100,116.7757,46.3526,97.6843,-11.9269,17.9586,92.7051
P1170_D10_Z0107,0.100,197.9361,46.1479,97.1519,-10.4857,18.1348,90.8231
P1170_D10_Z0108,0.100,237.6253,45.9825,96.4738,-12.0928,17.6872,89.4321
P1170_D10_Z0109,0.100,218.5697,46.5227,97.3901,-12.3588,17.1444,88.0827
P1170_D10_Z0110,0.100,175.2136,46.2441,99.7795,-6.5114,16.9579,89.4138
P1170_D10_Z0111,0.100,148.3296,45.2805,100.7222,-8.3862,16.6903,92.1917
P1170_D10_Z0112,0.100,115.4516,44.9318,100.3286,-9.4061,16.9491,93.1095
P1170_D10_Z0113,0.100,158.5547,45.5825,98.8894,12.2191,17.9208,92.0700
P1170_D10_Z0114,0.100,188.3410,45.5001,98.7667,1.5618,18.3557,92.3784
P1170_D10_Z0115,0.100,140.3462,45.5523,98.9214,-2.6686,18.1487,91.7789
P1170_D10_Z0116,0.100,168.4829,45.7649,98.8123,-3.5828,17.8442,90.9514
P1170_D10_Z0117,0.100,138.3715,45.5184,97.2362,4.1895,18.0523,89.4143
P1170_D10_Z0118,0.100,171.1897,45.6342,97.3703,15.6918,18.0091,88.8500
P1170_D10_Z0119,0.100,105.9284,45.0693,96.8004,-13.2356,17.8321,88.4200
P1170_D10_Z0120,0.100,60.0902,44.1387,97.0692,-28.5371,17.7942,89.5940
P1170_D10_Z0121,0.100,51.1054,43.1388,98.5648,-23.4248,17.1421,90.3279
P1170_D10_Z0122,0.100,51.5068,42.3648,97.9860,-18.4674,16.4978,91.2632
P1170_D10_Z0123,0.100,74.8415,42.8017,96.2831,-15.9286,16.2809,91.5709
P1170_D10_Z0124,0.100,155.3943,44.0265,94.4508,-12.6750,16.5281,90.4087
P1170_D10_Z0125,0.100,145.6867,44.9204,95.1369,-4.0595,17.0667,89.9601
P1170_D10_Z0126,0.100,176.6550,45.0063,95.4109,-8.2110,17.6479,90.6622
P1170_D10_Z0127,0.100,154.4211,44.5614,96.2908,-2.9579,18.0033,91.2148
P1170_D10_Z0128,0.100,108.8013,44.7302,97.6825,-5.6265,18.1101,91.8021
P1170_D10_Z0129,0.100,102.1782,45.0492,99.5150,-4.7594,18.0335,92.2357
P1170_D10_Z0130,0.100,128.4622,45.3545,99.1189,-10.4208,18.1992,91.3764
P1170_D10_Z0131,0.100,136.4953,45.0586,98.0335,-6.6480,17.7957,91.1919
P1170_D10_Z0132,0.100,179.1882,44.2922,97.9951,-4.3353,17.7110,92.3039
P1170_D10_Z0133,0.100,138.7317,44.3303,98.3919,-5.0938,17.2829,92.1884
P1170_D10_Z0134,0.100,150.2750,44.5330,98.7367,-3.9777,16.4294,92.2772
P1170_D10_Z0135,0.100,138.4351,43.8135,97.2393,-6.8820,16.5940,91.6621
P1170_D10_Z0136,0.100,175.8951,43.5147,96.3487,-15.2321,16.9598,91.3545
P1170_D10_Z0137,0.100,208.7384,44.0577,96.4003,-22.5660,16.8577,90.9271
P1170_D10_Z0138,0.100,147.8868,44.0796,96.5192,-19.2194,16.6405,89.4795
P1170_D10_Z0139,0.100,179.7292,43.8034,96.3626,-16.7292,16.2636,91.0694
P1170_D10_Z0140,0.100,154.1033,44.1099,96.5128,-16.4109,15.9835,92.5321
P1170_D10_Z0141,0.100,133.3655,44.2841,96.9268,-8.7280,16.3454,92.2049
P1170_D10_Z0142,0.100,164.1879,44.2092,97.7554,-20.3049,16.5361,91.6610
P1170_D10_Z0143,0.100,166.0425,43.9313,98.3407,-25.7918,16.0299,91.7941
P1170_D10_Z0144,0.100,207.5280,43.4378,98.6336,-17.2620,15.2751,91.6707
P1170_D10_Z0145,0.100,191.2933,43.3936,99.5363,-16.7679,15.2699,92.1940
P1170_D10_Z0146,0.100,179.9569,43.7130,100.8928,-17.7679,15.5452,93.5725
P1170_D10_Z0147,0.100,182.4178,43.7001,100.4629,-23.9463,15.7185,94.1409
P1170_D10_Z0148,0.100,119.6702,43.6202,99.0414,-20.9696,16.5704,93.8372
P1170_D10_Z0149,0.100,125.1194,43.2163,98.4263,-19.3023,16.4117,94.6965
P1170_D10_Z0150,0.100,149.5220,43.5677,98.8198,-9.5890,16.4890,96.7607
P1170_D10_Z0151,0.100,136.5316,44.8695,99.8077,-10.0586,16.5774,97.9180
P1170_D10_Z0152,0.100,142.5015,45.1540,100.3838,-21.9165,16.2251,96.9181
P1170_D10_Z0153,0.100,128.1252,45.0473,100.4420,-21.8912,16.0747,96.2297
P1170_D10_Z0154,0.100,162.6505,44.6431,99.3943,-16.4503,15.9936,94.7443
P1170_D10_Z0155,0.100,166.4212,44.1730,97.9083,-17.7948,15.8765,94.6016
P1170_D10_Z0156,0.100,173.4173,44.3453,97.1389,-15.0584,15.5202,96.6307
P1170_D10_Z0157,0.100,136.1480,45.0288,97.7865,-13.2001,15.5570,97.2694
P1170_D10_Z0158,0.100,149.0249,45.2920,97.0431,-1.2381,16.2359,96.0548
P1170_D10_Z0159,0.100,210.9183,45.0884,95.8762,-5.7887,16.7326,92.9558
P1170_D10_Z0160,0.100,192.4217,45.2172,95.3324,-8.5954,17.0954,90.7648
P1170_D10_Z0161,0.100,193.6265,45.5162,95.7118,-12.3524,16.8461,91.7163
P1170_D10_Z0162,0.100,229.3654,45.4578,97.1150,-7.4288,17.1396,93.9101
P1170_D10_Z0163,0.100,237.1613,45.6172,98.0611,-4.4020,17.7040,94.8329
P1170_D10_Z0164,0.100,179.1687,45.0197,97.7473,-3.0481,16.7083,94.2320
P1170_D10_Z0165,0.100,208.4919,44.0882,96.6522,-12.4321,15.5875,92.3190
P1170_D10_Z0166,0.100,190.2874,43.9782,96.0574,-11.1658,15.9929,92.0574
P1170_D10_Z0167,0.100,240.9412,44.2195,96.8144,-9.5216,16.6547,91.8910
P1170_D10_Z0168,0.100,188.6441,43.8690,98.9685,-9.7315,16.9944,92.8146
P1170_D10_Z0169,0.100,148.3009,44.2369,100.4708,-12.5345,17.0751,93.0335
P1170_D10_Z0170,0.100,111.9381,44.3730,99.9010,-15.3943,17.8232,92.7535
P1170_D10_Z0171,0.100,114.3048,44.4637,96.1755,-30.0934,17.7517,90.9725
P1170_D10_Z0172,0.100,90.3815,44.6556,93.9664,-26.2141,17.1739,89.2959
P1170_D10_Z0173,0.100,86.0686,44.1563,94.2887,-26.3399,16.5717,89.3965
P1170_D10_Z0174,0.100,127.8110,44.2640,96.1440,-24.5873,16.5525,90.8362
P1170_D10_Z0175,0.100,129.7072,44.5948,98.5989,-12.1943,16.8721,92.4762
P1170_D10_Z0176,0.100,145.7473,44.6697,99.5079,-22.7281,17.1533,92.8210
P1170_D10_Z0177,0.100,183.0322,45.0863,98.0158,-28.7770,17.1245,92.2240
P1170_D10_Z0178,0.100,211.2642,45.0511,95.3873,-17.9170,17.1760,90.5913
P1170_D10_Z0179,0.100,237.6808,45.0244,94.4026,-16.4434,16.7493,90.9802
P1170_D10_Z0180,0.100,200.6635,45.0738,97.2958,-16.2451,16.0868,94.2999
P1170_D10_Z0181,0.100,199.6115,44.7239,99.8035,-14.3823,15.6969,97.9575
P1170_D10_Z0182,0.100,259.6537,44.5607,99.4910,-8.8864,15.3482,98.4933
P1170_D10_Z0183,0.100,176.2156,44.2802,97.0846,-4.8355,15.3982,96.6865
P1170_D10_Z0184,0.100,212.3587,44.7340,94.6769,0.4159,15.5203,94.3208
P1170_D10_Z0185,0.100,256.8553,45.0304,95.3514,-20.3176,15.3198,93.9368
P1170_D10_Z0186,0.100,206.3228,44.8430,98.4034,-16.0298,15.3705,95.7286
P1170_D10_Z0187,0.100,206.9850,44.4558,100.3855,-7.5735,15.2969,98.2947
P1170_D10_Z0188,0.100,165.1257,44.2196,100.7537,-11.0521,14.9733,99.6091
P1170_D10_Z0189,0.100,159.9090,44.1974,98.2268,-10.6761,14.3293,98.8076
P1170_D10_Z0190,0.100,158.1798,44.6175,96.3407,-12.3047,13.9651,96.9898
P1170_D10_Z0191,0.100,169.9756,45.2382,96.3686,-3.3419,14.4520,95.9938
P1170_D10_Z0192,0.100,182.3615,44.7109,97.4148,11.3243,14.8178,96.8040
P1170_D10_Z0193,0.100,197.7327,43.8729,97.4657,28.1051,14.6875,98.3741
P1170_D10_Z0194,0.100,177.8389,43.6900,98.2173,28.4339,14.8838,98.9476
P1170_D10_Z0195,0.100,179.4534,43.7019,99.6756,18.9219,14.6706,98.8476
P1170_D10_Z0196,0.100,149.6010,43.1358,100.8325,1.9256,14.2120,99.2477
P1170_D10_Z0197,0.100,143.6059,43.1243,101.3770,-14.2450,15.2782,98.8296
P1170_D10_Z0198,0.100,159.8152,44.3898,101.2278,-7.4170,16.2314,99.1182
P1170_D10_Z0199,0.100,166.7905,45.4952,101.2987,-3.6031,16.4748,99.6625
P1170_D10_Z0200,0.100,137.4942,45.8421,101.0809,-2.2881,16.6336,98.8520
P1170_D10_Z0201,0.100,111.6776,45.6730,99.1396,-21.2945,16.6724,97.2776
P1170_D10_Z0202,0.100,131.2961,45.2494,97.2096,-30.4038,16.8085,95.2059
P1170_D10_Z0203,0.100,109.5011,45.4882,96.8617,-37.0723,17.0496,93.6899
P1170_D10_Z0204,0.100,115.6878,45.6350,97.8913,-40.6207,16.7956,93.7915
P1170_D10_Z0205,0.100,112.1429,45.0964,98.7337,-41.7074,16.2725,94.9531
P1170_D10_Z0206,0.100,67.4992,44.5205,97.9380,-47.2606,16.7775,94.7218
P1170_D10_Z0207,0.100,51.3186,45.0955,97.4017,-45.7747,17.5491,94.8789
P1170_D10_Z0208,0.100,39.1388,45.3933,97.8527,-42.6878,17.3049,95.0322
P1170_D10_Z0209,0.100,52.3233,45.1217,100.9603,-46.0477,16.8198,98.9033
P1170_D10_Z0210,0.100,61.5632,43.9134,102.6720,-49.9996,16.0637,100.0285
P1170_D10_Z0211,0.100,30.6622,43.4437,102.2877,-34.9760,15.9181,98.3571
P1170_D10_Z0212,0.100,62.0590,42.4557,101.4602,-21.4555,15.3420,97.2894
P1170_D10_Z0213,0.100,63.1629,41.0402,99.3094,-25.0568,14.2143,95.0955
P1170_D10_Z0214,0.100,48.0996,39.7531,96.7043,-27.5265,12.6005,91.8582
P1170_D10_Z0215,0.100,25.6724,38.8180,95.6438,-36.5624,12.4882,89.8363
P1170_D10_Z0216,0.100,11.1956,36.9834,96.4426,-33.6093,11.7996,90.9209
P1170_D10_Z0217,0.100,20.9241,36.5902,98.5849,-31.7948,10.6801,93.5173
P1170_D10_Z0218,0.100,32.2986,37.7172,99.3106,-28.2146,10.8003,94.3441
P1170_D10_Z0219,0.100,48.1260,38.9413,99.4144,-25.2285,10.8858,94.2215
P1170_D10_Z0220,0.100,43.1963,39.3383,98.4304,-29.0437,11.6362,93.2967
P1170_D10_Z0221,0.100,32.4216,38.7890,97.8626,-36.3103,12.4190,93.1118
P1170_D10_Z0222,0.100,10.3520,38.3432,99.2082,-44.9514,13.4623,94.9794
P1170_D10_Z0223,0.100,9.7544,38.8508,100.3953,-49.1665,15.0938,97.0561
P1170_D10_Z0224,0.100,9.3076,36.9636,101.2933,-45.0639,14.6925,97.2106
P1170_D10_Z0225,0.100,31.5767,34.1437,100.6367,-23.1968,13.3274,95.8161
P1170_D10_Z0226,0.100,42.5655,31.8899,98.7816,-9.6756,15.8120,94.3447
P1170_D10_Z0227,0.100,43.6582,26.9243,97.3066,-12.9799,19.1407,93.4002
P1170_D10_Z0228,0.100,37.8829,31.0068,95.6847,-13.6044,22.5006,92.9239
P1170_D10_Z0229,0.100,28.5107,31.0793,96.4756,-9.7808,21.8858,92.9803
P1170_D10_Z0230,0.100,17.7380,27.9125,97.2188,-15.1521,21.3478,92.7315
P1170_D10_Z0231,0.100,-14.1157,29.5105,96.0057,-34.9080,21.5854,92.2730
P1170_D10_Z0232,0.100,-28.1258,30.2320,94.5027,-45.4792,21.7188,88.4531
P1170_D10_Z0233,0.100,5.2169,32.5399,93.5734,-22.2613,17.6432,85.5810
P1170_D10_Z0234,0.100,11.2345,31.1393,100.7030,-5.4624,22.2417,82.0580
P1170_D10_Z0235,0.100,20.4236,33.1998,108.4123,21.0173,28.4269,98.4423
P1170_D10_Z0236,0.100,27.6915,33.4980,118.8890,41.0809,31.4073,110.4801
P1170_D10_Z0237,0.100,34.8162,27.1534,118.4393,24.2589,26.2270,99.1810
P1170_D10_Z0238,0.100,39.3132,28.0843,118.3783,11.2094,22.3386,89.2209
P1170_D10_Z0239,0.100,30.9062,31.2531,119.3118,1.5931,22.6479,86.1326
P1170_D10_Z0240,0.100,27.7074,29.1582,119.2168,-8.5507,25.8153,85.1130
P1170_D10_Z0241,0.100,25.8775,32.9077,121.6040,6.5276,29.9599,91.2901
P1170_D10_Z0242,0.100,29.1628,33.7495,123.9464,28.4537,32.5885,98.0052
P1170_D10_Z0243,0.100,35.5032,30.8388,122.4244,-2.9354,28.3057,85.9824
P1170_D10_Z0244,0.100,37.0485,27.5824,118.7969,-12.4194,27.7147,82.4283
P1170_D10_Z0245,0.100,61.6655,24.5779,98.1408,17.5401,30.4474,90.3213
P1170_D10_Z0246,0.100,55.1938,25.7634,98.2643,26.2881,25.9368,92.7080
P1170_D10_Z0247,0.100,25.8790,27.2952,98.7364,-7.1673,23.2423,93.9237
P1170_D10_Z0248,0.100,10.0416,32.7462,98.5959,-28.2439,22.6534,91.0107
P1170_D10_Z0249,0.100,6.2431,33.4796,98.0322,-36.1271,22.6451,89.9875
P1170_D10_Z0250,0.100,19.5836,31.2288,97.3058,-34.8909,19.2421,90.4921
P1170_D10_Z0251,0.100,27.2996,29.8031,96.8289,-34.0702,17.8225,88.2753
P1170_D10_Z0252,0.100,26.3964,28.4412,95.2707,-35.9907,15.6233,86.6072
P1170_D10_Z0253,0.100,25.5177,27.5601,92.9599,-38.7480,15.4790,85.8791
P1170_D10_Z0254,0.100,31.9870,35.6536,92.9726,-36.2091,17.9796,85.1066
P1170_D10_Z0255,0.100,41.2823,38.3691,96.4689,-31.8729,19.7387,87.8477
P1170_D10_Z0256,0.100,48.6426,38.2166,100.5176,-24.0768,20.6972,90.4666
P1170_D10_Z0257,0.100,34.6569,38.4368,101.0259,-13.6573,20.3119,91.6649
P1170_D10_Z0258,0.100,47.6816,37.2143,100.6479,-2.7335,17.2236,91.8033
P1170_D10_Z0259,0.100,59.0865,37.4939,100.7470,14.4159,17.6854,92.3959
P1170_D10_Z0260,0.100,78.6039,39.0045,101.7267,86.7136,18.7851,94.0653
P1170_D10_Z0261,0.100,112.1395,40.0042,102.9826,196.6701,20.3694,95.9607
P1170_D10_Z0262,0.100,158.3960,43.1150,102.7756,186.3354,20.7081,97.0434
P1170_D10_Z0263,0.100,138.8046,46.5848,101.0554,-40.9039,18.4047,94.2203
P1170_D10_Z0264,0.100,119.0052,48.2091,98.4225,-7.6315,18.4954,90.2702
P1170_D10_Z0265,0.100,173.2010,48.2813,96.7081,9.0890,19.3900,87.4489
P1170_D10_Z0266,0.100,162.5833,47.6658,96.6340,20.8219,18.8009,88.3918
P1170_D10_Z0267,0.100,202.7364,47.8152,101.5451,21.9637,18.2274,92.4805
P1170_D10_Z0268,0.100,235.4186,48.1777,104.3063,14.1779,18.2514,95.0144
P1170_D10_Z0269,0.100,266.4090,48.6042,105.1446,21.8333,18.0426,96.1385
P1170_D10_Z0270,0.100,205.8176,49.1710,105.4790,44.6115,18.4959,96.9721
P1170_D10_Z0271,0.100,186.7072,49.1616,106.8295,31.0755,19.9119,96.0141
P1170_D10_Z0272,0.100,158.1724,48.6441,108.2103,27.6246,19.8002,95.8964
P1170_D2_Z0000,0.500,-1.5995,3.6823,100.6504,-8.2369,3.7475,98.9062
P1170_D2_Z0001,0.500,-3.0010,3.7087,100.3104,-8.5375,3.7655,98.1327
P1170_D2_Z0002,0.500,-2.4499,3.6741,100.3594,-4.7162,3.8002,99.3599
P1170_D2_Z0003,0.500,-1.1818,3.5786,99.8647,-4.0290,3.8463,98.4539
P1170_D2_Z0004,0.500,-1.3865,3.5452,99.8113,-3.6984,3.8010,98.4829
P1170_D2_Z0005,0.500,-1.8266,3.5869,99.6032,-4.9450,3.6824,97.6650
P1170_D2_Z0006,0.500,0.3844,3.7471,98.8880,-4.8933,3.7774,97.4302
P1170_D2_Z0007,0.500,3.9153,3.8896,97.9286,-4.5174,3.9308,95.7458
P1170_D2_Z0008,0.500,2.5298,3.8594,97.5364,-6.4111,3.8979,94.8982
P1170_D2_Z0009,0.500,-1.4892,3.7531,97.6892,-9.1770,3.7307,94.7820
P1170_D2_Z0010,0.500,-2.6572,3.8465,97.7080,-11.8499,3.6832,94.7198
P1170_D2_Z0011,0.500,-1.4703,3.9454,97.7234,-7.5882,3.7376,94.8962
P1170_D2_Z0012,0.500,3.3571,3.8918,97.6147,-4.5848,3.7508,95.5235
P1170_D2_Z0013,0.500,6.3417,3.8857,97.6844,-5.7971,3.7266,95.8768
P1170_D2_Z0014,0.500,4.2225,3.8806,97.7801,-6.2885,3.7125,96.4982
P1170_D2_Z0015,0.500,0.9695,3.9164,97.9238,-2.2179,3.7269,96.8072
P1170_D2_Z0016,0.500,-2.1091,3.9691,98.4760,-4.5182,3.7349,97.3179
P1170_D2_Z0017,0.500,-3.6119,4.0662,98.9510,-4.4720,3.8797,97.6638
P1170_D2_Z0018,0.500,2.8586,4.0916,99.7308,0.7617,3.8967,98.3994
P1170_D2_Z0019,0.500,3.2216,4.0711,99.9643,0.4677,3.8878,98.7489
P1170_D2_Z0020,0.500,2.3735,4.0701,100.0875,1.0309,3.8788,98.4254
P1170_D2_Z0021,0.500,-0.1297,4.1351,100.2553,-0.8703,3.8749,98.2737
P1170_D2_Z0022,0.500,2.1250,4.1434,99.8662,-2.8965,3.8665,98.0167
P1170_D2_Z0023,0.500,0.2884,4.2275,99.2803,-3.9710,4.0110,97.4563
P1170_D2_Z0024,0.500,4.9886,4.4080,98.7174,-1.4581,4.2256,96.7246
P1170_D2_Z0025,0.500,4.7761,4.5994,98.7992,1.0575,4.3979,96.7607
P1170_D2_Z0026,0.500,1.8011,4.5825,99.4058,-0.6658,4.3131,97.2313
P1170_D2_Z0027,0.500,3.0621,4.4563,100.0602,1.1781,4.1440,97.9915
P1170_D2_Z0028,0.500,3.0691,4.4263,100.3067,-1.0115,4.1115,98.4315
P1170_D2_Z0029,0.500,4.2642,4.4999,100.0148,-0.7080,4.1976,98.3448
P1170_D2_Z0030,0.500,1.2089,4.5776,99.2644,-2.4568,4.2858,97.9211
P1170_D2_Z0031,0.500,-3.0864,4.6402,98.8522,-8.6995,4.3374,97.7425
P1170_D2_Z0032,0.500,-1.9175,4.6860,99.2696,-5.8300,4.3648,98.2520
P1170_D2_Z0033,0.500,1.7169,4.7125,99.5784,-4.3696,4.3667,98.6246
P1170_D2_Z0034,0.500,2.0090,4.7482,100.0631,-3.3740,4.4252,99.0030
P1170_D2_Z0035,0.500,-1.2263,4.7998,100.5686,-4.3578,4.4923,99.4442
P1170_D2_Z0036,0.500,-3.4073,4.7830,100.7507,-7.9796,4.4599,99.3945
P1170_D2_Z0037,0.500,-0.9608,4.8100,100.5867,-6.3448,4.4746,99.1617
P1170_D2_Z0038,0.500,5.2101,4.7828,100.5454,0.2129,4.4616,98.8063
P1170_D2_Z0039,0.500,7.2210,4.6955,100.4624,4.4888,4.3551,98.6138
P1170_D2_Z0040,0.500,6.2520,4.6732,100.3285,3.2218,4.3219,98.3370
P1170_D2_Z0041,0.500,6.4473,4.6781,100.1787,1.8834,4.3656,97.8646
P1170_D2_Z0042,0.500,5.8329,4.6203,100.2886,3.8673,4.4142,98.0334
P1170_D2_Z0043,0.500,3.6412,4.5813,100.7186,1.8445,4.4039,98.4311
P1170_D2_Z0044,0.500,0.9938,4.6285,100.7938,-2.1692,4.4142,98.7539
P1170_D2_Z0045,0.500,-0.8105,4.6857,100.7302,-4.4472,4.3619,98.6752
P1170_D2_Z0046,0.500,-0.1509,4.6506,100.4953,-5.1663,4.3298,98.2489
P1170_D2_Z0047,0.500,1.1363,4.5505,100.4023,-2.8279,4.2616,98.2116
P1170_D2_Z0048,0.500,1.5612,4.5422,100.5243,-1.3049,4.2170,98.5217
P1170_D2_Z0049,0.500,-0.5183,4.5901,100.3928,-1.7231,4.2540,98.1198
P1170_D2_Z0050,0.500,-5.8103,4.6182,99.9527,-6.0779,4.3160,97.5975
P1170_D2_Z0051,0.500,-4.0039,4.6917,99.6777,-8.6530,4.3990,97.6330
P1170_D2_Z0052,0.500,-1.2588,4.7631,99.6201,-4.2711,4.4691,97.8330
P1170_D2_Z0053,0.500,0.0060,4.7425,99.7359,-5.3515,4.4039,98.2016
P1170_D2_Z0054,0.500,1.3218,4.7302,100.1484,-3.2424,4.4473,98.8599
P1170_D2_Z0055,0.500,0.4276,4.7931,100.4090,-3.3015,4.5051,99.2360
P1170_D2_Z0056,0.500,1.7321,4.7596,100.5055,-4.6196,4.5147,99.3340
P1170_D2_Z0057,0.500,1.3369,4.7359,100.4639,-5.4395,4.4887,99.5200
P1170_D2_Z0058,0.500,-0.2042,4.8119,100.3563,-6.4312,4.4852,99.2211
P1170_D2_Z0059,0.500,-0.8105,4.8681,100.0973,-5.6350,4.5637,98.7706
P1170_D2_Z0060,0.500,0.5917,4.9192,99.8234,-7.8087,4.5735,98.3247
P1170_D2_Z0061,0.500,6.6171,4.9544,99.7860,-4.8139,4.6127,98.4446
P1170_D2_Z0062,0.500,5.3721,4.9664,99.7803,-5.1005,4.6434,98.6621
P1170_D2_Z0063,0.500,0.3437,4.9600,99.9430,-0.8474,4.6372,98.9805
P1170_D2_Z0064,0.500,7.5144,5.0306,100.0878,2.6459,4.7891,99.3010
P1170_D2_Z0065,0.500,4.9388,5.0079,100.1162,1.8520,4.7320,99.1345
P1170_D2_Z0066,0.500,0.4368,4.9677,99.9317,-3.7094,4.7050,98.9500
